Date,Object,Price,Location,Category,Object Type,Material,Link
2019-03-23 00:00:00,"Sold Mar 23 , 2019 BEAUTIFUL ANCIENT EGYPTIAN RING 300 BC ( 3 ) ",11.08,United Kingdom,egyptian  | ,jewellery | ,?,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-RING-300-BC-3/312533767585?hash=item48c476d5a1%3Ag%3AtIEAAOSwfVFcj79%7E&LH_Auction=1
2019-03-08 00:00:00,"Sold Mar 8 , 2019 Ancient Celtic Bronze Proto coin , circa 150 50 BC . Rare Nominal of Ring Money ",4.91,United Kingdom,celtic | ,coin | jewellery | ,metal | ,https://www.ebay.com/itm/Ancient-Celtic-Bronze-Proto-coin-circa-150-50-BC-Rare-Nominal-of-Ring-Money/264215644695?hash=item3d847aca17%3Ag%3AL6kAAOSwJoxcdXbR&LH_Auction=1
2019-01-03 00:00:00,"Sold Jan 3 , 2019 4 Ancient Neolithic Flint Arrowheads , Stone Age , VERY RARE ! ! TOP ! ! ",1.25,Germany,pre-historic | ,weapon | ,stone | ,https://www.ebay.com/itm/4-Ancient-Neolithic-Flint-Arrowheads-Stone-Age-VERY-RARE-TOP/143071110794?hash=item214fb3e68a%3Ag%3ArS0AAOSwNe9cJ58Z&LH_Auction=1
2019-02-13 00:00:00,"Sold Feb 13 , 2019 MUSEUM QUALITY INDO CHINA BRONZE LADLE CIRCA CIRCA 800 AD VERY RARE ",87.41,Cyprus,china | ,?,metal | ,https://www.ebay.com/itm/MUSEUM-QUALITY-INDO-CHINA-BRONZE-LADLE-CIRCA-CIRCA-800-AD-VERY-RARE/202590015686?hash=item2f2b4e50c6%3Ag%3As5gAAOSwws5cW0It&LH_Auction=1
2019-04-27 00:00:00,"Sold Apr 27 , 2019 BEAUTIFUL ANCIENT EGYPTIAN GLAZED SCARAB 300 BC ( 4 ) ",21.65,0,egyptian  | ,jewellery | tool | ,terracotta | ,"Uk, United Kingdom"
2019-01-15 00:00:00,"Sold Jan 15 , 2019 Rare ancient Egyptian solid silver hammer pendant , th to with Century ad . ",5.3,United Kingdom,egyptian  | ,jewellery | ,metal | ,https://www.ebay.com/itm/Rare-ancient-Egyptian-solid-silver-hammer-pendant-9th-to-11th-Century-ad/264128733441?hash=item3d7f4ca101%3Ag%3A7mAAAOSwBktcN2Fr&LH_Auction=1
2019-03-07 00:00:00,"Sold Mar 7 , 2019 LOVELY POST MEDIEVAL RELIGIOUS BRONZE CRUCIFIX CROSS PENDANT WEARABLE ",13.8,United Kingdom,medieval | ,religious | ,metal | ,https://www.ebay.com/itm/LOVELY-POST-MEDIEVAL-RELIGIOUS-BRONZE-CRUCIFIX-CROSS-PENDANT-WEARABLE/153397822038?hash=item23b7390256%3Ag%3ABgMAAOSwslJceD%7Ep&LH_Auction=1
2019-01-05 00:00:00,"Sold Jan 5 , 2019 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC ( 10 ) ",13.89,United Kingdom,egyptian  | ,religious | ,?,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-AMULET-300-BC-10/312409012272?hash=item48bd073830%3Ag%3A3BwAAOSwG1JcKlmq&LH_Auction=1
2018-12-02 00:00:00,"Sold Dec 2 , 2018 2 Ancient Neolithic Flint Arrowheads , Stone Age , VERY RARE ! ! TOP ! ! ",20.5,Germany,pre-historic | ,weapon | ,stone | ,https://www.ebay.com/itm/2-Ancient-Neolithic-Flint-Arrowheads-Stone-Age-VERY-RARE-TOP/143029920082?hash=item214d3f6152%3Ag%3AEpoAAOSwzThb%7EUtD&LH_Auction=1
2018-10-22 00:00:00,"Sold Oct 22 , 2018 11 Ancient Neolithic Rock Crystal Beads , Stone Age , RARE ! ! ",16.5,Germany,pre-historic | ,jewellery | ,stone | ,https://www.ebay.com/itm/11-Ancient-Neolithic-Rock-Crystal-Beads-Stone-Age-RARE/153222177071?hash=item23acc0e12f%3Ag%3AnQUAAOSw8m5bxyuk&LH_Auction=1
2019-03-29 00:00:00,"Sold Mar 29 , 2019 AUTHENTIC LATE MEDIEVAL ERA BRONZE CROSS PENDANT WEARABLE  791 ",16.23,United Kingdom,medieval | ,religious | ,metal | ,https://www.ebay.com/itm/AUTHENTIC-LATE-MEDIEVAL-ERA-BRONZE-CROSS-PENDANT-WEARABLE-J791/254173484005?hash=item3b2deb93e5%3Ag%3Acd4AAOSw-hRclPfR&LH_Auction=1
2018-12-19 00:00:00,"Sold Dec 19 , 2018 AUTHENTIC PAIR OF MEDIEVAL VIKING ERA SILVER DECORATED EARRINGS  678 ",15.23,United Kingdom,medieval | viking | ,jewellery | ,metal | ,https://www.ebay.com/itm/AUTHENTIC-PAIR-OF-MEDIEVAL-VIKING-ERA-SILVER-DECORATED-EARRINGS-H678/254016007393?hash=item3b2488ace1%3Ag%3A6poAAOSwdwVcCm8L&LH_Auction=1
2019-02-09 00:00:00,"Sold Feb 9 , 2019 Ancient Roman Period Decorated Hair Comb and ord Cent AD ( 1 ) ",10.95,United States,roman | ,tool | ,?,https://www.ebay.com/itm/Ancient-Roman-Period-Decorated-Hair-Comb-2nd-3rd-Cent-AD-1/312459773688?hash=item48c00dc6f8%3Ag%3AlxwAAOSwb15cWEZm&LH_Auction=1
2018-11-26 00:00:00,"Sold Nov 26 , 2018 Osiris egyptian god statue ancient figurine Egyptian Antiques Amulet ",67.6,Canada,egyptian  | ,religious | statue | ,?,https://www.ebay.com/itm/Osiris-egyptian-god-statue-ancient-figurine-Egyptian-Antiques-Amulet/192726418724?hash=item2cdf63c524%3Ag%3A80UAAOSwUVhb7vNT&LH_Auction=1
2019-05-02 00:00:00,"Sold May 2 , 2019 SCARCE ANCIENT EGYPTIAN CARVED ALABASTER KOHL VESSEL ",65.6,0,egyptian  | ,vessel | ,stone | ,"Didcot, United Kingdom"
2019-01-31 00:00:00,"Sold Jan 31 , 2019 ANCIENT sro HITTITE TERRACOTTA a PREGNANT FERTILITY FIGURINE a 3000 YRS OLD a ",150,,near east | ,statue | ,terracotta | ,
2018-12-28 00:00:00,"Sold Dec 28 , 2018 1100 AD Antique Viking Dagger N sword rapier ",82,United States,viking | ,weapon | ,?,https://www.ebay.com/itm/1100-AD-Antique-Viking-Dagger-N-sword-rapier/192766590352?hash=item2ce1c8bd90%3Ag%3AhVUAAOSwmkBcHYZX&LH_Auction=1
2018-11-18 00:00:00,"Sold Nov 18 , 2018 Very old thing is excavation Lining Decoration Artifact Bronze Antique x11 ",0.99,,?,decoration | ,metal | ,
2019-03-13 00:00:00,"Sold Mar 13 , 2019 1000 AD Antique short Viking Dagger N sword rapier ",0.99,United States,viking | ,weapon | ,?,https://www.ebay.com/itm/1000-AD-Antique-short-Viking-Dagger-N-sword-rapier/192848831632?hash=item2ce6afa490%3Ag%3ADpgAAOSwTfBcgHe1&LH_Auction=1
2019-04-03 00:00:00,"Sold Apr 3 , 2019 Ancient Phoenician 20 10 BC Mosaic two color bead Very rare intact , ",9.99,0,near east | ,jewellery | household | ,?,"Lummi Island, Washington, United States"
2019-01-31 00:00:00,"Sold Jan 31 , 2019 RARE ANCIENT JADE & MIXED STONE NECKLACE 300 bbc ( 8 ) ",9.93,United Kingdom,?,jewellery | ,stone | ,https://www.ebay.com/itm/RARE-ANCIENT-JADE-MIXED-STONE-NECKLACE-300-B-C-8/333033286601?hash=item4d8a54abc9%3Ag%3AwbEAAOSwQLVcShO7&LH_Auction=1
2019-04-18 00:00:00,"Sold Apr 18 , 2019 SCARCE ROMAN MILITARY SILVER SEAL RING CIRCA 100 300 AD INTACT ",49.85,0,roman | ,jewellery | tool | ,metal | ,
2019-02-25 00:00:00,"Sold  Feb 25, 2019 Ring Bronze Ancient Viking Rare Magnificent Old Antique",11.59,Morocco,viking | ,jewellery | ,metal | ,https://www.ebay.com/itm/Ring-Bronze-Ancient-Viking-Rare-Magnificent-Old-Antique/173801216245?hash=item28775c18f5%3Ag%3AtEoAAOSwqUBca4u9&LH_Auction=1
2019-03-03 00:00:00,"Sold Mar 3 , 2019 SUPERB ANCIENT CELTIC ROMAN BRONZE RING we TWO MAN WITH SWORDS 100BC/100AD ",9.5,Bosnia and Herzegovina,celtic | roman | ,jewellery | ,metal | ,https://www.ebay.com/itm/SUPERB-ANCIENT-CELTIC-ROMAN-BRONZE-RING-W-TWO-MAN-WITH-SWORDS-100BC-100AD/132961719278?hash=item1ef522d3ee%3Ag%3Aa0YAAOSwhV5cTOxl&LH_Auction=1
2018-10-24 00:00:00,"Sold Oct 24 , 2018 AUTHENTIC ANCIENT ROMAN GLASS PERFUME FLASK 0522 ",40.68,United Kingdom,roman | ,vessel | ,glass | ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-ROMAN-GLASS-PERFUME-FLASK-L522/253936557926?hash=item3b1fcc5f66%3Ag%3AOv8AAOSwEmxbxgL3&LH_Auction=1
2019-01-18 00:00:00,"Sold Jan 18 , 2019 Ancient Fantastic Roman Bronze Fibula Brooch Panther st th AD ",13.23,United Kingdom,roman | ,clothing | ,metal | ,https://www.ebay.com/itm/Ancient-Fantastic-Roman-Bronze-Fibula-Brooch-Panther-1st-4th-AD/292917964209?hash=item4433456db1%3Ag%3AEJAAAOSw6EpcO4pr&LH_Auction=1
2019-02-07 00:00:00,"Sold Feb 7 , 2019 ANCIENT BYZANTINE SILVER SIGNET RING WITH MONOGRAM ON bevel ",29.14,United Kingdom,greek | ,jewellery | ,metal | ,https://www.ebay.com/itm/ANCIENT-BYZANTINE-SILVER-SIGNET-RING-WITH-MONOGRAM-ON-BEZEL/153357843566?hash=item23b4d6fc6e%3Ag%3Au6UAAOSwEfVcUYmA&LH_Auction=1
2019-03-18 00:00:00,"Sold Mar 18 , 2019 VERY INTEREST LOT COLLECTION OF 4 BRONZE ORNAMENTS WITH STONES , MEDIEVAL OR LAT ",35.49,Cyprus,medieval | ,decoration | ,metal | stone | ,https://www.ebay.com/itm/VERY-INTEREST-LOT-COLLECTION-OF-4-BRONZE-ORNAMENTS-WITH-STONES-MEDIEVAL-OR-LAT/392257476434?hash=item5b545e1752%3Ag%3AfgYAAOSwI7Zchp3C&LH_Auction=1
2018-11-27 00:00:00,"Sold Nov 27 , 2018 Ancient VIKING SILVER mix HORSE HEAD ANIMAL BRACELET 9 10 AD century ARTIFACT ",51,,viking | ,jewellery | ,metal | ,
2019-03-31 00:00:00,"Sold Mar 31 , 2019 VIKING/ANGLO SAXON FACE MASK BROOCH PIECE , METAL DETECTING FIND ",7.23,United Kingdom,medieval | viking | ,clothing | mask | ,metal | ,https://www.ebay.com/itm/VIKING-ANGLO-SAXON-FACE-MASK-BROOCH-PIECE-METAL-DETECTING-FIND/401736078547?hash=item5d895614d3%3Ag%3ATYcAAOSwyHxcl5YW&LH_Auction=1
2018-12-27 00:00:00,"Sold Dec 27 , 2018 Battle Ax knyvet , kieran Rus Vikings 9 with century AD ",49.26,Ukraine,russian | viking | ,weapon | ,?,https://www.ebay.com/itm/Battle-Ax-Klyvets-Kievan-Rus-Vikings-9-11th-century-AD/233052215327?hash=item3642fe981f%3Ag%3ASuIAAOSwT2hcF9e9&LH_Auction=1
2019-01-09 00:00:00,"Sold Jan 9 , 2019 Rare ancient Roman mosaic glass bottle , dates around st to ord Century ad . ",9.93,United Kingdom,roman | ,vessel | household | ,glass | ,https://www.ebay.com/itm/Rare-ancient-Roman-mosaic-glass-bottle-dates-around-1st-to-3rd-Century-ad/254052995431?hash=item3b26bd1167%3Ag%3Ag1sAAOSwiT1cL1Ix&LH_Auction=1
2019-01-05 00:00:00,"Sold Jan 5 , 2019 VERY RARE LARGE ANCIENT ROMAN CLEAR GLASS VESSEL st Century A.D. ( 18 ) ",172.3,United Kingdom,roman | ,vessel | ,glass | ,https://www.ebay.com/itm/VERY-RARE-LARGE-ANCIENT-ROMAN-CLEAR-GLASS-VESSEL-1st-Century-A-D-18/312409025795?hash=item48bd076d03%3Ag%3AmX0AAOSwqKNcKl6Z&LH_Auction=1
2019-01-21 00:00:00,"Sold Jan 21 , 2019 Very old roman phoenician mosaic glass bird bead ",15,Thailand,roman | near east | ,household | ,glass | ,https://www.ebay.com/itm/Very-old-roman-phenician-mosaic-glass-bird-bead/143092810325?hash=item2150ff0255%3Ag%3Aw0IAAOSwdRFcOLbk&LH_Auction=1
2019-03-02 00:00:00,"Sold Mar 2 , 2019 ANCIENT VERY RARE ROMAN PERIOD DECORATED TOGA DRESS PIN and ord Cent AD ( 11 ) ",22.51,United Kingdom,roman | ,clothing | ,?,https://www.ebay.com/itm/ANCIENT-VERY-RARE-ROMAN-PERIOD-DECORATED-TOGA-DRESS-PIN-2nd-3rd-Cent-AD-11/312501999895?hash=item48c2921917%3Ag%3Ai3UAAOSwcgNcdCs8&LH_Auction=1
2019-02-10 00:00:00,"Sold Feb 10 , 2019 3742 Lot of 8 ancient Medieval bronze applique / mounts / attachables ",2.91,,medieval | ,tool | ,metal | ,
2018-11-20 00:00:00,"Sold Nov 20 , 2018 Ancient Viking SILVER mix ring inscribed Viking symbols amazing ",0.99,Bulgaria,viking | ,jewellery | text | ,metal | ,https://www.ebay.com/itm/Ancient-Viking-SILVER-mix-ring-inscribed-Viking-symbols-amazing/173647513091?hash=item286e32c603%3Ag%3AwI8AAOSwzZNb8U2V&LH_Auction=1
