Object
Sold  Jan 10 2019 Very Rare Roman Bronze OpenWork Application depicting Dog chasing a Hare
Sold  Nov 11 2018 50 Ancient Roman Glass Clay Beads Romans VERY RARE!  TOP !!
Sold  Nov 2 2018 ancient Viking Large bell Sea shell REALLY ancient
Sold  Jan 16 2019 Old phoenician wonderous  old gigantic glass bead
Sold  Nov 5 2018 2 Ancient Roman Carnelian Beads Romans VERY RARE!  TOP!
Sold  Dec 18 2018 Very  old amazing  Egyptian faience  animal  amuelt
Sold  Dec 22 2018 Roman Horse Strap Fitting
Sold  Jan 4 2019 LOVELY GROUP OF ANCIENT VIKING DECORATED GLASS BEADS
Sold  Dec 10 2018 3 Ancient Celtic Glass Beads Celts VERY RARE!  TOP !!
Sold  Oct 24 2018 Battle Kisten  Kievan Rus -  Vikings  - 10 - 13th century AD
Sold  Jan 9 2019 lot of Roman bronze objects
Sold  Nov 3 2018 Bactrian rare old stone double side intaglio bead
Sold  Nov 11 2018 ANCIENT ROMAN BRONZE APPLIQUE / MOUNT
Sold  Oct 28 2018 CIRCA 100-400 AD ERA ROMAN BRONZE EUROPEAN HEAD OF A BABY MOUNT
Sold  Dec 2 2018 LOT OF 4pcs. ANCIENT ROMAN IRON KNIVES WELL CLEANED AND PRESERVED!!!
Sold  Jan 6 2019 GROUP OF ANCIENT ROMAN LEAD ARTIFACTS
Sold  Jan 6 2019 1 Ancient Roman Amber Bead Romans VERY RARE!  TOP!
Sold  Nov 27 2018 women's decorations of the Viking Age
Sold  Dec 17 2018 NobleSpirit NO RESERVE (3970) x5 Pouches of Egyptian Nile Faience Beads
Sold  Nov 17 2018 Indo-Greek Stone Palette
Sold  Nov 19 2018 Amazing Egyptian faience embossed animal face
Sold  Nov 18 2018 CELTIC BRONZE ZOOMORPHIC HORSE ARTIFACT
Sold  Dec 24 2018 A lantern engraved with the emblem of the Ottoman Empire Of bronze Old and rare
Sold  Dec 30 2018 AMAZING LARGE ROMAN GLASS FLAGON WITH HANDLE - RARE
Sold  Dec 29 2018 ANCIENT ROMAN CIRCA 100-300AD - ROMULUS & REMUS SUCKLING AT THE SHE-WOLF MOTHER.
Sold  Nov 11 2018 ANCIENT ROMAN BRONZE FINGER WITH ENAMEL
Sold  Nov 13 2018 Fantastic Celtic bronze wheel Parisii Celts – France
Sold  Dec 16 2018 RARE BACTRIAN CA.1000 BC CARNELIAN STONE CARVED AS LION - WEREABLE GIFT-  E38
Sold  Dec 24 2018 Vintage Egyptian Set Of 2 Round Plates Unique Design Wall Hanging Art
Sold  Nov 6 2018 Ancient Roman Bronze Lion -Decoration of Legionary Cuiras L=55x35x35mm 25gr
Sold  Jan 9 2019 OLMEC  COLOSSAL MASTERWORKS OF ANCIENT MEXICO  LACMA  2011 HARDCOVER
Sold  Dec 18 2018 Roman Unique Old 2 Animal carved Stone Chess Pieces Lovely  # 7K
Sold  Nov 25 2018 CELTIC BRONZE ARTEFACT EVIL EYE
Sold  Nov 5 2018 #4 Ancient Roman 100-375AD
Sold  Jan 4 2019 3 Ancient Celtic Glass Beads Celts VERY RARE!  TOP !!
Sold  Oct 28 2018 ANCIENT ROMAN PERIOD DECORATED SALT/PEPPER POT 2nd-3rd Cent AD (1)
Sold  Dec 3 2018 CIRCA 100-300 AD ROMAN BRONZE HANGER - VERY RARE
Sold  Nov 15 2018 1 Ancient Roman Amazonite Bead Romans VERY RARE!  TOP!
Sold  Jan 11 2019 Franklin Mint The Fighting Men of the American Revolution - Connecticut Trumpet
Sold  Jan 5 2019 Circa 1000 BC Lot of 3 Egyptian Gold Beads - PERFECT QUALITIES
Sold  Dec 23 2018 HIGHLY UNUSUAL CIRCA 1075-332BC ANCIENT EGYPTIAN TOKEN W/HIEROGLYPHS
Sold  Jan 5 2019  MASSIVE-ROMAN BRONZE WINGED PHALLUS FERTILITY SYMBOL 1st CENTURY BC-AD
Sold  Oct 22 2018 24. Roman Lead Plomb - Head
Sold  Nov 14 2018 10 RARE Ancient Roman Blue Glass Beads 2000+ Years Old! Authentic Artifact Lot D
Sold  Nov 14 2018 10 RARE Ancient Roman Blue Glass Beads 2000+ Years Old! Authentic Artifact Lot L
Sold  Dec 16 2018 NICE ROMAN BRONZE MOUNT BOSS APPLIQUE CIRCA 200 AD
Sold  Dec 16 2018  SCARCE-MUSEUM QUALITY-Scandinavian Viking Bronze Dager-Horse Head-CA 900 AD
Sold  Dec 29 2018 Ancient silver jewelery temporal Vikings Kievan Rus 10-13 AD № 473/6
Sold  Dec 15 2018 20 Ancient Egyptian Stone Beads Egypt VERY RARE!   TOP !!
Sold  Dec 5 2018 Relic Roman Thracian Gladiator Iron Sica 2nd-1st Century BC Excavated
Sold  Oct 26 2018 HIGH QUALITY ANCIENT ROMAN GEMSTONE INTAGLIO - CIRCA 2ND AD  - NO RESERVE 01
Sold  Nov 13 2018 8 Ancient Egyptian Glass Beads Egypt VERY RARE!   TOP !!
Sold  Jan 11 2019 ANCIENT ROMAN RED GLASS BEADS CIRCA 2ND CENTURY AD - NO RESERVE 09011
Sold  Dec 11 2018 Large Rare Ancient Egyptian Faience Pharaoh (945-715 BC.)
Sold  Dec 16 2018 1 Ancient Roman Red Jasper Bead Romans VERY RARE!  TOP!
Sold  Oct 26 2018 ancient Viking small bronze bell REALLY ancient
Sold  Jan 12 2019 ANCIENT ROMAN DECORATED SALT/PEPPER POT 2nd-3rd Cent AD (1)
Sold  Jan 16 2019 A rare piece of sex in the ancient Egyptians
Sold  Dec 17 2018 ANCIENT ROMAN BLUE GLASS BEADS CIRCA 2ND CENTURY AD - NO RESERVE 0342
Sold  Nov 15 2018 Rare Ancient Egyptian Relief Limestone  Akhenaten With Ibis (350 BC-300 BC)
Sold  Jan 10 2019 GENUINE CHOICE POST BYZANTINE MEDIEVAL BRONZE ICON FRAGMENT+++
Sold  Nov 14 2018 5 RARE Ancient Roman Yellow Glass Beads 2000+ Years Old! Authentic Artifact Lot
Sold  Oct 25 2018 antique silver Ottoman arabic islamic calligraphy divid kullumare tughra turkish
Sold  Dec 30 2018 Rare Ancient Egyptian Thutmose II   (1493 to 1479 BC )
Sold  Dec 26 2018 2 Ancient Roman Amber Beads Romans VERY RARE!  TOP!
Sold  Jan 19 2019 JUDAEA Herod Archelaus. 4 BC. - AD. 6. Bronze Prutah
Sold  Dec 19 2018 EUROPEAN BRONZE AGEBRONZE KN!FE 1500-1000 BC
Sold  Jan 11 2019 Franklin Mint The Fighting Men of the American Revolution - Massachusetts
Sold  Oct 22 2018 Lot of 10 terracotta Greco Roman small  heads Egypt 1st century BC- 1st CE
Sold  Dec 17 2018 1 Ancient Roman Carnelian Bead Romans VERY RARE!  TOP!
Sold  Jan 3 2019  Egyptian Antique High Priest of Amun Faience 18 Dynasty New Kingdom Rare
Sold  Dec 22 2018 IMAZING ANCIENT GREEK SLING SHOT BULLET VERY INTEREST 377 GR.31 MM
Sold  Nov 30 2018 Unknown Fragment Viking Jewelry Bronze Kievan Rus' Antique Europe
Sold  Nov 25 2018 BYZANTINE LEAD SEAL/ BLEISIEGEL WITH MOTHER OF GOD / CRUCIFORM MONOGRAM (7th c.)
Sold  Nov 16 2018 ROMAN IRON AROWHEAD
Sold  Nov 21 2018 10 Ancient Roman Glass Beads 2000+ Years Old! Authentic Artifact Green Striped
Sold  Nov 25 2018 RUSSIAN OLD ANCIENT ARTIFACT BRONZE ICON WITH SAINT AND IC XC
Sold  Jan 13 2019 vintage Egyptian carved Bastet Cat
Sold  Dec 23 2018 A296. Roman style bronze applique neil. Head of baby.
Sold  Dec 19 2018 RARE Ancient Roman Orange Glass Beads 300-900 AD Artifact Lot BULK Diy Collect
Sold  Jan 1 2019 ANCIENT ROMAN MILITARY C.3RD-4TH CENTURY BRONZE LEATHER MOUNT
Sold  Jan 1 2019 viking bronze pipe Tobacco artifact Stunning beautiful rare type
Sold  Oct 24 2018 EGYPTIAN ANTIQUES ANTIQUITIES Seated Cat Bastet Ubaste Bast 2290-2660 BCE
Sold  Dec 28 2018 Ancient Egyptian Black Cat 2800 BC -2750 BC
Sold  Dec 9 2018 ANTIQUE EGYPTIAN PTOLEMAIC WOOD PANEL
Sold  Jan 6 2019 DECORATED VIKING ERA Bronze/IRON Fire Starter - INTERESTING MODEL
Sold  Nov 25 2018 Ancient Roman Bronze Openwork Mount. Boar Depiction
Sold  Dec 21 2018 ANTIQUE INTAGLIO PHOENIX GREEK ROMAN AGATE CARNELIAN STONE RARE!! Gift
Sold  Dec 7 2018 UNKNOWN GREEK OR ROMAN BRONZE LEAD & IRON CONICAL ARTIFACT
Sold  Jan 9 2019 Ancient Terracotta Beautiful piece with Carved Roman Queen Face   # 7Z
Sold  Dec 28 2018 Roman Lead Sling Shot
Sold  Dec 7 2018 Ancient Egyptian Blue Anubis  (c.3100-c.2890 BC)
Sold  Nov 19 2018 Ancient Viking bronze artifacts (Fragments of history) 8-12 century
Sold  Nov 5 2018 1 Ancient Roman Amazonite Bead Romans VERY RARE!  TOP!
Sold  Oct 27 2018 Antique Pakistan TOP ANCIENT GANDHARA ERA TAXILA TERRACOTA HORSE HEAD SCULPTURE
Sold  Oct 27 2018 6.5'' Arabic Calendar Astrolabe Arabic Globe Navigation Astrological Calendar
Sold  Oct 28 2018 Funeral Casket Nameplate Greek
Sold  Dec 9 2018 HOARD OF 10 ANCIENT CELTIC DECORATIVE BRONZE BELLS - 100 BC - FOUND TOGETHER!
Sold  Jan 18 2019 ANCIENT ROMAN GREEN GLASS BEADS CIRCA 2ND CENTURY AD - NO RESERVE 08815
Sold  Oct 27 2018 BYZANTINE LEAD SEAL/ BLEISIEGEL OF JOHN PATRICIUS (7th c.). NICE PIECE!
Sold  Nov 26 2018 Rare Ancient Egyptian Scribe - Old Kingdom (2494-2345 BC)
Sold  Nov 1 2018  Old Antique Bedouin Yemen Sterling Beads~Coral~Turquoise restrung READY TO WEAR
Sold  Jan 11 2019 Ancient Egyptian Blue Anubis  (c.3100-c.2890 BC)
Sold  Dec 29 2018 Lot of Roman KNlFES  - Warriors Relics Metal Detector Found circa 100 AD (+371)
Sold  Dec 12 2018 SUPERB ANCIENT ROMAN BRONZE DOLPHIN DECORATION / CHILD TOY? - 100/200 AD - RARE!
Sold  Jan 13 2019 Throwing Scythian Ax  2nd century AD
Sold  Dec 31 2018 Mixed Artifact Lot Roman Medieval etc.
Sold  Nov 18 2018 FRAGMENT FROM A BRONZE AGE HORSE BIT MADE OF BRONZE+++
Sold  Dec 17 2018 Ancient Teracotta Lion head Bactrian 300 BC NO RESERVE #TR5828
Sold  Nov 6 2018 Ancient Greek Archaic Bronze horseman  L=45x25mm 10gr
Sold  Nov 14 2018 4 RARE Ancient Roman Blue Glass Beads 2000+ Years Old! Authentic Artifact Lot
Sold  Dec 21 2018 Rare Ancient Egyptian Green Horus (c.2400-2300)
Sold  Dec 9 2018 BEAUTIFUL ANCIENT EGYPTIAN STONE SARCOPHAGUS W/ HEIROGLYPHS
Sold  Dec 22 2018 4 Ancient Roman Carnelian Beads Romans VERY RARE!  TOP!
Sold  Oct 26 2018 BEAUTIFUL ANCIENT EGYPTIAN EYE OF HORUS  (5)
Sold  Jan 12 2019 Amyzingly Bactrian old black stone 2 side intaglio  bead
Sold  Dec 26 2018 1 Ancient Roman Agate Bead Romans VERY RARE!  TOP!
Sold  Dec 12 2018 10 Ancient Roman Light Blue Small Glass Beads Artifact Old! Estimated 100-800 AD
Sold  Jan 7 2019 ANCIENT GREEK OR ROMAN BRONZE BAR - DECORATED
Sold  Oct 27 2018 ANCIENT VIKING BRONZE ARTIFACTS
Sold  Nov 20 2018 440-404 BC Attica Athens Athena / Owl Ancient Greek Silver Tetradrachm
Sold  Nov 25 2018 Roman Bronze Fitting in the Form of a Swan's Head 1st to 2nd Century
Sold  Jan 4 2019 EGYPTIAN ANTIQUES ANTIQUITIES Anubis and Nephthys Stela Relief 3150-2890 BC
Sold  Dec 29 2018 Ancient silver jewelery temporal Vikings Kievan Rus 9-12 AD № 483/2.
Sold  Oct 30 2018 Ancient Greek Military Lead Sling Bullet Shot - LOT OF 2 / 74 grams
Sold  Nov 14 2018 Islamic ancient rare stump with intagilo scorpion lapis lazuli stone # A8
Sold  Dec 1 2018 Roman PEriod !? Terracotta Theater Ticket !!? RARE!
Sold  Dec 1 2018 Ancient Roman Fire Starter - Metal Detector Found c. 100 AD (+247)
Sold  Oct 28 2018 Egyptian Beads XII Dynasty c.1950 BC from Metropolitan Museum Gift Shop
